"Date","Price","Open","High","Low","Vol.","Change %"
"09/11/2022","1,007.751","1,005.324","1,009.040","1,005.324","","0.08%"
"09/09/2022","1,006.955","1,003.276","1,014.090","1,003.042","","0.37%"
"09/08/2022","1,003.241","1,005.829","1,013.375","998.979","","-0.26%"
"09/07/2022","1,005.862","998.443","1,007.573","991.299","","0.75%"
"09/06/2022","998.410","1,003.830","1,011.197","996.055","","-0.54%"
"09/05/2022","1,003.811","1,000.652","1,005.316","1,000.488","","0.31%"
"09/04/2022","1,000.689","1,002.885","1,003.655","1,000.643","","-0.15%"
"09/02/2022","1,002.159","993.866","1,006.235","993.378","","0.83%"
"09/01/2022","993.902","999.648","1,000.167","988.612","","-0.58%"
"08/31/2022","999.730","1,007.654","1,009.771","997.750","","-0.80%"
"08/30/2022","1,007.788","1,017.557","1,018.306","1,006.432","","-0.97%"
"08/29/2022","1,017.610","1,013.816","1,020.506","1,005.680","","0.35%"
"08/28/2022","1,014.042","1,014.801","1,016.478","1,013.565","","-0.08%"
"08/26/2022","1,014.888","1,026.307","1,027.951","1,012.287","","-1.18%"
"08/25/2022","1,027.019","1,022.176","1,031.379","1,021.407","","0.48%"
"08/24/2022","1,022.098","1,017.005","1,024.715","1,015.715","","0.49%"
"08/23/2022","1,017.069","1,009.439","1,021.279","1,008.628","","0.76%"
"08/22/2022","1,009.445","1,016.102","1,018.732","1,006.624","","-0.60%"
"08/21/2022","1,015.489","1,016.030","1,018.775","1,015.018","","-0.11%"
"08/19/2022","1,016.640","1,022.255","1,023.816","1,015.953","","-0.55%"
"08/18/2022","1,022.313","1,018.781","1,031.818","1,016.460","","0.37%"
"08/17/2022","1,018.534","1,023.998","1,028.696","1,016.204","","-0.53%"
"08/16/2022","1,023.936","1,026.791","1,029.666","1,021.867","","-0.29%"
"08/15/2022","1,026.933","1,038.157","1,039.217","1,024.002","","-1.07%"
"08/14/2022","1,038.044","1,040.761","1,040.761","1,037.613","","-0.13%"
"08/12/2022","1,039.365","1,032.178","1,040.697","1,030.460","","0.70%"
"08/11/2022","1,032.178","1,029.956","1,038.520","1,025.138","","0.21%"
"08/10/2022","1,029.974","1,033.237","1,042.624","1,027.145","","-0.31%"
"08/09/2022","1,033.219","1,032.158","1,039.061","1,029.110","","0.08%"
"08/08/2022","1,032.364","1,022.817","1,035.503","1,020.496","","1.05%"
"08/07/2022","1,021.686","1,023.089","1,024.877","1,017.769","","-0.13%"
"08/05/2022","1,023.011","1,034.516","1,035.958","1,019.864","","-1.12%"
"08/04/2022","1,034.552","1,016.656","1,035.181","1,016.524","","1.72%"
"08/03/2022","1,017.102","1,013.764","1,023.971","1,013.229","","0.33%"
"08/02/2022","1,013.714","1,019.022","1,032.041","1,012.725","","-0.59%"
"08/01/2022","1,019.744","1,017.160","1,024.007","1,014.253","","0.39%"
"07/31/2022","1,015.744","1,017.869","1,018.046","1,012.408","","-0.17%"
"07/29/2022","1,017.502","1,012.898","1,019.620","1,007.208","","0.45%"
"07/28/2022","1,012.935","998.591","1,013.747","996.243","","1.43%"
"07/27/2022","998.654","987.456","1,000.464","984.158","","1.14%"
"07/26/2022","987.372","985.594","992.228","982.886","","0.17%"
"07/25/2022","985.695","984.763","995.898","982.112","","0.07%"
"07/24/2022","984.959","987.415","987.997","984.595","","-0.11%"
"07/22/2022","986.089","979.386","991.338","973.342","","0.68%"
"07/21/2022","979.394","959.588","980.854","955.067","","2.05%"
"07/20/2022","959.694","964.232","969.310","957.523","","-0.47%"
"07/19/2022","964.272","958.409","971.187","956.978","","0.62%"
"07/18/2022","958.303","954.522","970.261","951.770","","0.49%"
"07/17/2022","953.617","948.549","957.477","948.549","","-0.18%"
"07/15/2022","955.379","961.504","964.451","946.272","","-0.63%"
"07/14/2022","961.429","969.995","972.862","954.982","","-0.85%"
"07/13/2022","969.682","959.126","979.591","957.341","","1.12%"
"07/12/2022","958.912","963.840","972.478","957.538","","-0.77%"
"07/11/2022","966.332","968.483","974.012","964.018","","-0.35%"
"07/10/2022","969.758","967.931","974.737","966.868","","0.28%"
"07/08/2022","967.094","966.980","974.639","962.820","","0.02%"
"07/07/2022","966.902","963.050","970.751","961.335","","0.38%"
"07/06/2022","963.251","968.310","980.807","959.199","","-0.40%"
"07/05/2022","967.148","977.407","988.095","961.448","","-1.05%"
"07/04/2022","977.374","973.709","980.082","972.365","","0.38%"
"07/03/2022","973.675","976.123","977.057","973.675","","-0.06%"
"07/01/2022","974.280","970.245","975.307","961.262","","0.43%"
"06/30/2022","970.139","972.950","979.339","963.266","","-0.27%"
"06/29/2022","972.793","972.226","980.615","968.419","","0.05%"
"06/28/2022","972.265","971.505","981.242","969.505","","0.08%"
"06/27/2022","971.505","976.282","990.261","950.370","","-0.50%"
"06/26/2022","976.340","990.515","990.515","974.226","","-1.61%"
"06/24/2022","992.311","1,017.847","1,022.825","968.824","","-2.49%"
"06/23/2022","1,017.671","1,024.649","1,029.603","1,016.362","","-0.68%"
"06/22/2022","1,024.589","1,021.462","1,031.584","1,017.414","","0.30%"
"06/21/2022","1,021.480","1,023.796","1,028.199","1,019.494","","-0.23%"
"06/20/2022","1,023.866","1,025.139","1,032.903","1,022.114","","-0.11%"
"06/19/2022","1,024.962","1,021.449","1,026.865","1,020.280","","-0.05%"
"06/17/2022","1,025.518","1,029.676","1,031.400","1,022.107","","-0.40%"
"06/16/2022","1,029.676","1,015.979","1,033.624","1,011.338","","1.20%"
"06/15/2022","1,017.419","1,005.794","1,021.510","1,003.763","","1.18%"
"06/14/2022","1,005.570","1,011.708","1,015.451","1,000.884","","-0.60%"
"06/13/2022","1,011.613","1,040.299","1,040.857","1,005.951","","-2.73%"
"06/12/2022","1,040.049","1,036.268","1,042.683","1,035.793","","0.99%"
"06/10/2022","1,029.855","1,024.044","1,033.046","997.236","","0.57%"
"06/09/2022","1,024.059","1,023.983","1,027.573","995.821","","0.01%"
"06/08/2022","1,023.983","1,003.803","1,024.920","999.848","","2.01%"
"06/07/2022","1,003.803","982.560","1,003.872","981.322","","2.17%"
"06/06/2022","982.526","983.300","990.456","978.286","","-0.07%"
"06/05/2022","983.239","981.905","986.487","950.924","","0.46%"
"06/03/2022","978.732","991.323","993.419","974.080","","-1.25%"
"06/02/2022","991.087","975.205","992.073","972.867","","1.52%"
"06/01/2022","976.230","968.056","977.196","964.578","","0.80%"
"05/31/2022","968.452","976.015","980.372","968.002","","-0.77%"
"05/30/2022","975.950","972.581","981.281","970.522","","0.44%"
"05/29/2022","971.701","975.314","980.211","967.338","","0.54%"
"05/27/2022","966.517","975.082","981.486","965.245","","-0.89%"
"05/26/2022","975.181","975.974","977.241","965.421","","0.04%"
"05/25/2022","974.801","967.637","980.277","962.800","","0.82%"
"05/24/2022","966.858","950.014","970.274","948.166","","1.83%"
"05/23/2022","949.462","945.775","955.542","935.753","","0.39%"
"05/22/2022","945.815","945.834","948.239","944.762","","0.19%"
"05/20/2022","944.012","942.843","949.326","935.478","","0.14%"
"05/19/2022","942.734","932.429","944.379","928.544","","1.15%"
"05/18/2022","932.047","929.213","935.936","916.443","","0.30%"
"05/17/2022","929.223","916.709","934.440","914.090","","1.38%"
"05/16/2022","916.608","902.611","917.719","894.100","","1.57%"
"05/15/2022","902.423","902.071","903.248","900.470","","0.07%"
"05/13/2022","901.800","902.726","908.773","895.500","","-0.08%"
"05/12/2022","902.541","911.672","916.720","898.070","","-1.00%"
"05/11/2022","911.649","903.798","914.800","901.922","","0.87%"
"05/10/2022","903.768","900.598","914.440","899.754","","0.35%"
"05/09/2022","900.643","904.155","907.465","894.919","","-0.43%"
"05/08/2022","904.509","905.251","906.658","903.765","","-0.16%"
"05/06/2022","906.001","896.309","909.655","892.527","","1.09%"
"05/05/2022","896.197","896.745","912.151","895.164","","-0.06%"
"05/04/2022","896.745","889.625","897.796","885.512","","0.83%"
"05/03/2022","889.349","892.388","895.709","884.895","","-0.32%"
"05/02/2022","892.185","906.540","907.101","887.272","","-1.60%"
"05/01/2022","906.666","905.928","907.858","905.904","","0.14%"
"04/29/2022","905.365","902.057","915.886","901.935","","0.36%"
"04/28/2022","902.123","898.126","902.464","891.710","","0.44%"
"04/27/2022","898.148","907.433","908.877","896.171","","-1.04%"
"04/26/2022","907.594","902.404","909.384","901.498","","0.58%"
"04/25/2022","902.404","916.427","916.731","898.287","","-1.53%"
"04/24/2022","916.427","915.363","917.176","914.623","","0.08%"
"04/22/2022","915.673","922.519","925.404","914.127","","-0.75%"
"04/21/2022","922.583","923.147","923.596","915.148","","-0.07%"
"04/20/2022","923.191","918.636","924.130","914.123","","0.50%"
"04/19/2022","918.590","931.127","934.534","916.587","","-1.35%"
"04/18/2022","931.178","935.051","941.149","930.643","","-0.37%"
"04/17/2022","934.654","928.623","935.249","927.259","","0.57%"
"04/15/2022","929.371","928.076","930.117","925.339","","0.12%"
"04/14/2022","928.231","927.767","930.599","922.325","","0.05%"
"04/13/2022","927.780","921.852","929.898","920.430","","0.62%"
"04/12/2022","922.062","920.880","930.884","919.027","","0.11%"
"04/11/2022","921.013","921.762","930.047","916.559","","-0.08%"
"04/10/2022","921.762","923.087","924.583","921.323","","-0.21%"
"04/08/2022","923.726","916.249","924.225","913.995","","0.82%"
"04/07/2022","916.249","911.232","918.501","908.655","","0.56%"
"04/06/2022","911.190","909.129","916.161","907.347","","0.24%"
"04/05/2022","909.001","912.279","919.965","908.042","","-0.36%"
"04/04/2022","912.242","909.110","915.545","904.818","","0.34%"
"04/03/2022","909.110","909.007","909.974","907.379","","0.06%"
"04/01/2022","908.554","913.711","914.826","906.025","","-0.57%"
"03/31/2022","913.772","911.360","920.223","904.480","","0.27%"
"03/30/2022","911.294","899.178","912.946","899.136","","1.35%"
"03/29/2022","899.166","917.153","920.189","886.392","","-1.96%"
"03/28/2022","917.157","934.019","934.508","913.688","","-1.76%"
"03/27/2022","933.633","933.681","934.475","932.396","","-0.03%"
"03/25/2022","933.930","934.398","937.285","927.959","","-0.05%"
"03/24/2022","934.383","927.864","937.938","923.388","","0.70%"
"03/23/2022","927.909","915.139","929.975","912.861","","1.42%"
"03/22/2022","914.878","922.694","924.415","912.065","","-0.84%"
"03/21/2022","922.650","914.083","924.888","914.083","","0.93%"
"03/20/2022","914.106","916.241","918.100","913.804","","-0.05%"
"03/18/2022","914.542","919.796","924.514","913.153","","-0.65%"
"03/17/2022","920.567","904.686","925.944","904.064","","1.76%"
"03/16/2022","904.621","907.878","911.710","894.963","","-0.37%"
"03/15/2022","907.967","930.378","930.378","898.248","","-2.41%"
"03/14/2022","930.363","938.377","947.694","926.685","","-0.87%"
"03/13/2022","938.525","941.827","946.907","934.537","","-0.44%"
"03/11/2022","942.695","954.613","960.680","924.803","","-1.27%"
"03/10/2022","954.837","936.801","962.838","928.790","","1.93%"
"03/09/2022","936.801","952.776","964.941","931.517","","-1.68%"
"03/08/2022","952.834","924.356","968.652","916.312","","3.09%"
"03/07/2022","924.248","912.127","925.375","905.033","","1.33%"
"03/06/2022","912.106","902.165","913.229","902.165","","1.82%"
"03/04/2022","895.832","877.859","900.734","877.650","","2.05%"
"03/03/2022","877.838","867.919","881.125","866.962","","1.11%"
"03/02/2022","868.167","867.547","880.944","862.963","","0.07%"
"03/01/2022","867.540","848.361","870.555","845.551","","2.22%"
"02/28/2022","848.680","863.550","868.313","839.994","","-1.80%"
"02/27/2022","864.270","853.933","872.489","853.667","","2.98%"
"02/25/2022","839.291","860.446","871.034","834.953","","-2.50%"
"02/24/2022","860.818","848.970","920.632","846.936","","1.40%"
"02/23/2022","848.970","841.667","849.615","836.119","","0.87%"
"02/22/2022","841.674","840.122","850.628","837.702","","0.19%"
"02/21/2022","840.067","835.309","842.252","825.167","","0.65%"
"02/20/2022","834.611","834.506","838.554","833.157","","0.13%"
"02/18/2022","833.534","826.681","834.269","821.947","","0.84%"
"02/17/2022","826.573","817.402","830.803","816.535","","1.12%"
"02/16/2022","817.424","810.682","820.318","809.448","","0.83%"
"02/15/2022","810.688","818.151","821.812","808.731","","-0.91%"
"02/14/2022","818.151","808.656","819.683","803.761","","1.17%"
"02/13/2022","808.696","808.256","809.629","807.122","","0.13%"
"02/11/2022","807.644","792.685","810.105","789.083","","1.84%"
"02/10/2022","793.063","797.435","800.760","791.589","","-0.60%"
"02/09/2022","797.868","797.505","801.391","795.749","","0.05%"
"02/08/2022","797.506","796.255","801.427","794.820","","0.15%"
"02/07/2022","796.275","789.338","796.912","788.712","","0.86%"
"02/06/2022","789.518","787.781","789.937","787.781","","0.03%"
"02/04/2022","789.275","787.681","792.965","781.148","","0.19%"
"02/03/2022","787.762","783.534","790.904","778.539","","0.54%"
"02/02/2022","783.534","774.931","789.257","772.711","","1.10%"
"02/01/2022","775.034","769.074","782.160","768.290","","0.77%"
"01/31/2022","769.081","777.757","781.001","766.308","","-1.11%"
"01/30/2022","777.716","779.524","780.964","776.606","","-0.44%"
"01/28/2022","781.148","786.936","789.609","773.848","","-0.74%"
"01/27/2022","786.936","794.401","795.981","784.812","","-0.94%"
"01/26/2022","794.408","801.850","805.740","791.996","","-0.93%"
"01/25/2022","801.870","797.918","805.677","795.542","","0.45%"
"01/24/2022","798.256","794.699","801.521","787.878","","0.46%"
"01/23/2022","794.632","794.395","795.884","792.353","","0.09%"
"01/21/2022","793.917","789.884","796.740","788.717","","0.51%"
"01/20/2022","789.898","794.081","801.996","783.860","","-0.51%"
"01/19/2022","793.980","789.251","796.265","787.748","","0.60%"
"01/18/2022","789.210","786.752","798.876","783.257","","0.31%"
"01/17/2022","786.758","790.176","802.782","782.271","","-0.50%"
"01/16/2022","790.677","789.663","791.362","789.114","","0.12%"
"01/14/2022","789.764","795.432","800.523","786.655","","-0.71%"
"01/13/2022","795.432","777.412","802.086","774.512","","2.29%"
"01/12/2022","777.598","805.646","809.979","771.477","","-3.49%"
"01/11/2022","805.722","800.516","809.761","797.453","","0.66%"
"01/10/2022","800.453","795.633","805.399","791.152","","0.61%"
"01/09/2022","795.639","801.037","801.047","794.704","","-0.52%"
"01/07/2022","799.832","793.559","804.306","792.251","","0.79%"
"01/06/2022","793.574","796.544","803.979","781.261","","-0.42%"
"01/05/2022","796.906","781.110","800.458","775.848","","2.02%"
"01/04/2022","781.110","759.531","792.379","757.354","","2.84%"
"01/03/2022","759.551","787.801","817.648","750.801","","-3.59%"
"01/02/2022","787.821","793.409","796.120","785.797","","1.04%"
"12/31/2021","779.684","777.396","798.818","761.312","","0.30%"
"12/30/2021","777.376","734.433","777.556","718.101","","5.85%"
"12/29/2021","734.389","688.610","736.437","688.260","","6.65%"
"12/28/2021","688.610","677.710","696.948","670.846","","1.62%"
"12/27/2021","677.646","643.587","680.985","631.745","","5.29%"
"12/26/2021","643.576","633.885","649.536","628.198","","0.71%"
"12/24/2021","639.055","659.966","712.169","613.197","","-3.16%"
"12/23/2021","659.941","698.276","712.281","594.904","","-5.46%"
"12/22/2021","698.021","711.409","734.302","694.739","","-2.21%"
"12/21/2021","713.780","783.115","833.358","638.462","","-8.86%"
"12/20/2021","783.170","966.494","1,060.851","712.903","","-18.97%"
"12/19/2021","966.494","961.768","968.540","959.122","","1.73%"
"12/17/2021","950.100","907.449","995.392","905.750","","4.70%"
"12/16/2021","907.410","846.928","908.439","844.779","","7.03%"
"12/15/2021","847.776","819.305","851.036","818.361","","3.47%"
"12/14/2021","819.320","793.956","824.470","793.035","","3.20%"
"12/13/2021","793.949","794.989","837.739","784.368","","-0.13%"
"12/12/2021","794.953","795.573","795.585","794.184","","-0.13%"
"12/10/2021","795.984","787.680","798.865","782.399","","1.05%"
"12/09/2021","787.676","784.059","791.387","781.045","","0.47%"
"12/08/2021","784.004","776.195","790.917","775.435","","1.00%"
"12/07/2021","776.232","790.800","791.408","771.465","","-1.85%"
"12/06/2021","790.845","784.653","795.148","784.160","","0.79%"
"12/05/2021","784.642","785.222","785.744","783.702","","-0.22%"
"12/03/2021","786.349","779.338","789.772","763.720","","0.90%"
"12/02/2021","779.327","767.993","785.279","760.140","","1.49%"
"12/01/2021","767.920","770.120","792.770","712.450","","-0.28%"
"11/30/2021","770.057","730.839","789.742","729.422","","5.37%"
"11/29/2021","730.845","712.769","739.782","710.330","","2.51%"
"11/28/2021","712.934","713.000","713.640","707.313","","-0.41%"
"11/26/2021","715.850","692.832","733.719","690.671","","3.32%"
"11/25/2021","692.821","685.845","703.945","685.235","","1.02%"
"11/24/2021","685.835","738.536","757.980","666.031","","-7.12%"
"11/23/2021","738.385","663.714","772.429","661.198","","11.25%"
"11/22/2021","663.722","661.626","671.202","650.171","","0.31%"
"11/21/2021","661.641","666.165","666.188","657.760","","-0.19%"
"11/19/2021","662.917","661.191","676.144","646.870","","0.26%"
"11/18/2021","661.187","646.558","674.365","625.407","","2.27%"
"11/17/2021","646.508","615.581","646.990","615.336","","5.03%"
"11/16/2021","615.547","602.609","623.748","602.466","","2.15%"
"11/15/2021","602.609","601.787","604.224","594.343","","0.13%"
"11/14/2021","601.836","600.016","602.965","599.909","","0.45%"
"11/12/2021","599.151","594.327","601.282","589.138","","0.80%"
"11/11/2021","594.417","585.379","597.293","584.544","","1.53%"
"11/10/2021","585.460","572.663","589.671","571.533","","2.23%"
"11/09/2021","572.679","568.580","573.599","567.772","","0.76%"
"11/08/2021","568.348","566.950","571.173","564.399","","0.25%"
"11/07/2021","566.951","567.583","567.700","566.048","","0.02%"
"11/05/2021","566.830","558.771","566.857","556.970","","1.44%"
"11/04/2021","558.756","551.180","562.464","549.931","","1.41%"
"11/03/2021","550.994","551.953","558.427","547.408","","-0.17%"
"11/02/2021","551.945","549.981","553.331","545.723","","0.36%"
"11/01/2021","549.954","548.996","551.390","546.146","","0.18%"
"10/31/2021","548.947","550.438","550.667","548.551","","-0.36%"
"10/29/2021","550.934","551.705","555.775","545.812","","-0.14%"
"10/28/2021","551.710","549.731","557.971","548.845","","0.38%"
"10/27/2021","549.626","550.341","550.550","544.129","","-0.14%"
"10/26/2021","550.375","557.467","558.368","545.355","","-1.27%"
"10/25/2021","557.462","560.596","567.695","554.813","","-0.55%"
"10/24/2021","560.565","554.313","567.891","554.307","","1.28%"
"10/22/2021","553.476","547.007","561.030","545.223","","1.14%"
"10/21/2021","547.243","528.261","547.562","528.178","","3.60%"
"10/20/2021","528.239","529.380","534.540","527.623","","-0.21%"
"10/19/2021","529.358","529.998","534.943","528.669","","-0.12%"
"10/18/2021","529.992","527.504","530.908","524.993","","0.47%"
"10/17/2021","527.537","526.342","528.270","524.217","","0.14%"
"10/15/2021","526.808","530.728","531.379","522.954","","-0.74%"
"10/14/2021","530.736","527.292","531.742","525.514","","0.66%"
"10/13/2021","527.240","511.744","528.580","511.303","","3.03%"
"10/12/2021","511.743","507.424","513.859","506.655","","0.87%"
"10/11/2021","507.341","505.488","509.218","503.485","","0.39%"
"10/10/2021","505.364","506.330","506.578","504.491","","-0.30%"
"10/08/2021","506.888","501.088","509.731","500.478","","1.16%"
"10/07/2021","501.095","503.470","504.554","499.976","","-0.47%"
"10/06/2021","503.452","501.772","504.185","500.310","","0.33%"
"10/05/2021","501.775","503.316","503.393","498.572","","-0.31%"
"10/04/2021","503.332","502.065","505.022","497.460","","0.25%"
"10/03/2021","502.053","501.687","503.268","501.332","","0.11%"
"10/01/2021","501.519","501.074","502.360","497.552","","0.10%"
"09/30/2021","501.015","496.076","503.980","492.731","","1.00%"
"09/29/2021","496.077","495.004","498.119","492.430","","0.22%"
"09/28/2021","495.008","496.709","497.752","493.786","","-0.34%"
"09/27/2021","496.720","498.751","503.158","495.547","","-0.40%"
"09/26/2021","498.732","498.770","499.480","498.366","","-0.32%"
"09/24/2021","500.331","492.465","500.336","492.179","","1.61%"
"09/23/2021","492.408","492.107","502.078","489.779","","0.07%"
"09/22/2021","492.048","492.192","496.312","491.252","","-0.04%"
"09/21/2021","492.221","492.053","495.382","487.793","","0.03%"
"09/20/2021","492.070","487.520","492.923","484.566","","0.92%"
"09/19/2021","487.584","487.768","487.973","486.772","","-0.03%"
"09/17/2021","487.740","481.500","488.274","481.403","","1.31%"
"09/16/2021","481.417","486.595","487.117","478.214","","-1.09%"
"09/15/2021","486.701","489.193","490.261","485.636","","-0.51%"
"09/14/2021","489.177","485.912","491.306","484.290","","0.67%"
"09/13/2021","485.913","486.709","488.730","485.102","","-0.16%"
"09/12/2021","486.709","486.249","487.421","486.246","","-0.07%"
"09/10/2021","487.028","487.316","489.931","484.437","","-0.06%"
"09/09/2021","487.329","487.886","490.074","485.861","","-0.13%"
"09/08/2021","487.957","482.121","490.249","481.893","","1.21%"
"09/07/2021","482.131","485.727","487.034","480.704","","-0.74%"
"09/06/2021","485.736","489.121","489.445","484.780","","-0.70%"
"09/05/2021","489.140","489.054","489.738","488.814","","-0.01%"
"09/03/2021","489.202","482.171","490.091","482.048","","1.47%"
"09/02/2021","482.104","483.634","484.272","480.507","","-0.32%"
"09/01/2021","483.632","485.384","486.631","482.490","","-0.37%"
"08/31/2021","485.431","487.848","490.187","481.914","","-0.48%"
"08/30/2021","487.761","488.576","490.007","486.051","","-0.17%"
"08/29/2021","488.576","488.244","488.786","487.932","","0.10%"
"08/27/2021","488.077","483.494","488.521","482.461","","0.94%"
"08/26/2021","483.551","482.728","485.089","479.345","","0.16%"
"08/25/2021","482.774","487.579","487.845","480.769","","-0.98%"
"08/24/2021","487.576","489.255","490.083","487.203","","-0.34%"
"08/23/2021","489.215","485.847","491.234","485.189","","0.68%"
"08/22/2021","485.896","486.975","486.975","485.487","","-0.10%"
"08/20/2021","486.391","488.345","492.076","486.187","","-0.39%"
"08/19/2021","488.289","486.189","491.479","483.438","","0.43%"
"08/18/2021","486.210","484.372","488.381","483.655","","0.38%"
"08/17/2021","484.374","486.275","489.054","483.143","","-0.39%"
"08/16/2021","486.283","487.098","488.372","481.977","","-0.17%"
"08/15/2021","487.091","487.921","488.064","486.967","","-0.09%"
"08/13/2021","487.541","482.986","488.207","481.437","","0.94%"
"08/12/2021","482.991","486.260","486.699","480.087","","-0.67%"
"08/11/2021","486.242","478.014","488.583","477.494","","1.71%"
"08/10/2021","478.044","481.838","483.698","475.650","","-0.79%"
"08/09/2021","481.848","477.285","487.223","474.116","","1.01%"
"08/08/2021","477.053","489.517","489.633","466.506","","-2.55%"
"08/06/2021","489.558","494.660","497.492","487.778","","-1.03%"
"08/05/2021","494.660","493.942","498.790","493.111","","0.15%"
"08/04/2021","493.942","489.557","496.642","489.073","","0.89%"
"08/03/2021","489.588","486.933","492.339","482.750","","0.55%"
"08/02/2021","486.908","492.446","493.894","484.138","","-1.13%"
"08/01/2021","492.450","492.347","492.743","491.989","","-0.13%"
"07/30/2021","493.070","497.732","498.861","490.441","","-0.94%"
"07/29/2021","497.736","497.827","500.167","496.197","","-0.02%"
"07/28/2021","497.818","495.395","498.084","493.808","","0.48%"
"07/27/2021","495.458","494.717","496.970","493.547","","0.15%"
"07/26/2021","494.708","495.136","501.434","494.408","","-0.06%"
"07/25/2021","495.017","495.017","495.855","495.017","","-0.14%"
"07/23/2021","495.700","497.531","497.910","492.338","","-0.37%"
"07/22/2021","497.526","496.234","498.393","493.328","","0.25%"
"07/21/2021","496.270","499.147","500.995","495.651","","-0.59%"
"07/20/2021","499.206","500.092","502.188","496.940","","-0.18%"
"07/19/2021","500.088","498.473","500.772","495.122","","0.33%"
"07/18/2021","498.468","496.799","498.537","496.265","","0.38%"
"07/16/2021","496.561","504.053","504.566","495.016","","-1.48%"
"07/15/2021","504.013","504.447","506.289","501.395","","-0.08%"
"07/14/2021","504.395","500.774","505.352","500.224","","0.73%"
"07/13/2021","500.761","501.845","503.355","498.629","","-0.21%"
"07/12/2021","501.838","503.045","504.390","497.624","","-0.23%"
"07/11/2021","503.006","503.419","503.652","502.972","","-0.09%"
"07/09/2021","503.458","503.906","505.145","500.879","","-0.08%"
"07/08/2021","503.886","503.498","508.261","501.634","","0.08%"
"07/07/2021","503.479","501.460","506.042","500.927","","0.39%"
"07/06/2021","501.505","499.124","505.601","499.014","","0.48%"
"07/05/2021","499.125","499.217","501.488","497.968","","-0.02%"
"07/04/2021","499.217","499.008","499.534","498.799","","-0.05%"
"07/02/2021","499.472","495.163","501.145","494.580","","0.84%"
"07/01/2021","495.333","495.021","498.689","492.556","","0.08%"
"06/30/2021","494.922","494.785","496.635","488.893","","0.03%"
"06/29/2021","494.785","496.722","498.977","491.148","","-0.39%"
"06/28/2021","496.726","501.765","502.372","496.401","","-1.01%"
"06/27/2021","501.795","502.012","502.152","501.277","","-0.05%"
"06/25/2021","502.058","496.868","503.258","495.519","","1.04%"
"06/24/2021","496.875","493.786","499.917","493.185","","0.63%"
"06/23/2021","493.785","494.439","498.395","492.675","","-0.14%"
"06/22/2021","494.477","503.724","505.961","493.856","","-1.84%"
"06/21/2021","503.730","498.368","504.799","497.656","","1.07%"
"06/20/2021","498.399","496.386","498.561","496.213","","0.45%"
"06/18/2021","496.160","498.020","502.337","494.846","","-0.38%"
"06/17/2021","498.040","504.127","506.077","493.240","","-1.23%"
"06/16/2021","504.246","511.438","512.950","499.918","","-1.41%"
"06/15/2021","511.458","508.169","514.978","506.054","","0.65%"
"06/14/2021","508.177","505.303","508.907","496.629","","0.57%"
"06/13/2021","505.321","506.338","506.724","505.220","","-0.29%"
"06/11/2021","506.815","514.380","516.312","504.036","","-1.52%"
"06/10/2021","514.620","521.469","521.590","510.352","","-1.31%"
"06/09/2021","521.471","523.851","524.632","520.761","","-0.46%"
"06/08/2021","523.898","526.026","527.213","521.213","","-0.42%"
"06/07/2021","526.088","527.136","527.774","521.109","","-0.20%"
"06/06/2021","527.136","526.459","527.327","526.071","","0.00%"
"06/04/2021","527.130","523.932","528.590","520.271","","0.57%"
"06/03/2021","524.160","527.204","528.254","521.704","","-0.58%"
"06/02/2021","527.196","526.072","528.097","523.769","","0.22%"
"06/01/2021","526.048","520.955","530.304","518.372","","0.98%"
"05/31/2021","520.959","525.198","526.651","518.447","","-0.81%"
"05/30/2021","525.222","524.254","525.475","524.254","","0.19%"
"05/28/2021","524.211","518.861","524.692","515.515","","0.99%"
"05/27/2021","519.046","515.508","519.781","512.962","","0.68%"
"05/26/2021","515.556","516.210","519.483","514.162","","-0.11%"
"05/25/2021","516.123","506.104","517.444","504.831","","1.98%"
"05/24/2021","506.108","509.995","511.248","506.076","","-0.76%"
"05/23/2021","510.003","508.544","510.154","508.232","","0.16%"
"05/21/2021","509.166","505.037","509.236","504.307","","0.82%"
"05/20/2021","505.045","504.867","508.025","501.526","","0.04%"
"05/19/2021","504.844","502.709","510.360","501.090","","0.42%"
"05/18/2021","502.742","499.524","503.088","499.063","","0.64%"
"05/17/2021","499.550","501.829","503.527","495.168","","-0.44%"
"05/16/2021","501.776","500.931","502.078","500.548","","0.11%"
"05/14/2021","501.212","499.093","501.710","496.892","","0.42%"
"05/13/2021","499.099","493.181","500.121","492.209","","1.20%"
"05/12/2021","493.175","489.734","496.291","487.761","","0.70%"
"05/11/2021","489.725","488.578","491.222","486.194","","0.22%"
"05/10/2021","488.637","487.130","490.022","485.114","","0.31%"
"05/09/2021","487.129","485.294","487.241","484.858","","0.41%"
"05/07/2021","485.159","483.519","489.019","483.083","","0.34%"
"05/06/2021","483.507","478.104","484.741","476.739","","1.14%"
"05/05/2021","478.064","476.131","478.701","475.272","","0.41%"
"05/04/2021","476.123","476.299","480.790","474.037","","-0.04%"
"05/03/2021","476.326","471.648","478.499","471.217","","0.99%"
"05/02/2021","471.674","471.626","471.789","470.831","","0.04%"
"04/30/2021","471.483","468.014","473.553","466.700","","0.71%"
"04/29/2021","468.143","470.561","472.445","464.891","","-0.51%"
"04/28/2021","470.566","469.895","470.651","463.392","","0.17%"
"04/27/2021","469.779","474.612","475.587","468.608","","-1.06%"
